#SkillNo	SkillName	NeedToSelectTarget	SkillType	TargetType	TargetArea	Range	AOE	MinDamage	MaxDamage	UseAp	CD	UseSkillAfterMove	condition	SkillEffectID	sSkillIcon
990109002	Mai Hoa Cù Dục Tuyên Hòa Bút	1	0	2	3	1	0	800	900	450	2	1	500007,500025	100014182	s00104
990109003	Ma Cật Thi Họa Kiến Họa Thi	0	0	2	0	0	1	600	1050	600	3	1	500012,500042,500002	100014183	s01016
990110001	Tam Chiết Quăng	1	1	1	0	4	0	900	1200	250	0	1	900098,500041	100028001	s04004
990110002	Bách Bệnh Thân	1	0	2	2	3	0	50	50	500	2	1	900096	100014025	s01047
990110003	Thiên Kim Phương	1	1	1	2	3	0	800	1000	500	4	1	900097,500043	100014025	s04006
990111001	Lôi Hỏa Hôi Tẫn	1	0	2	0	3	1	600	800	350	0	1	500009,500007	100014070	s01023
990111002	Đoạt Hồn Hãm	1	0	2	0	3	0	700	800	300	2	1	500003,500006	100081002	s01042
990111003	Phích Lịch Cửu Thiên	0	0	2	0	0	2	1000	1200	450	4	1	500008,500039	100014071	s02009
990112001	Hầu Tam Trảo Đào Thức	1	0	2	3	1	0	750	900	150	0	1	500052,500004	100014187	s00083
990112002	Hầu Tam Xả Đào Thức	1	0	2	1	2	0	800	950	300	2	1	500053,500027	100014188	s00082
990112003	Hầu Tam Phá Đào Thức	1	0	2	0	1	0	850	950	400	3	1	500001,500039,500057	100014189	s00084
990113001	Túy Tửu Bát Tí Liên Hoàn Thích	0	0	2	0	0	1	600	800	250	0	1	500001,500195	100014010	s01011
990113002	Túy Tửu Đề Hồ Lực Thiên Quân	1	0	2	0	2	0	1000	1200	300	2	1	500015,500195	100014011	s01007
990113003	Đạn Yêu Hiến Tửu Túy Đương Bộ	1	0	2	0	2	0	1000	1200	400	3	1	500053,500017,500195	100014012	s01010
990114001	Tinh Vũ Mạn Thiên	1	0	2	0	3	1	800	1000	150	0	1	900026	100014067	s01042
990114002	Thiên Kim Phương	1	1	1	2	3	0	800	1000	500	2	1	900097,500043	100014025	s04006
990114003	Phích Lịch Cửu Thiên	0	0	2	0	0	2	1000	1200	450	3	1	500008,500039	100014071	s02009
990115001	Dương Xuân Bạch Tuyết	1	0	2	0	2	1	1200	1500	200	0	1	500000,500042,500020	100014007	s01003
990115002	Dương Quan Tam Điệt	1	0	2	3	2	0	1200	1500	300	2	1	500001,500052,500018	100014008	s01005
990115003	Dương Ca Thiên Quân	0	0	2	0	0	3	900	1200	400	3	1	500009,500013,500024	100017003	s02003
100017004	Dương Quan Tam Điệt	1	0	2	0	2	0	1400	1500	200	0	1	500000,500005	100017001	s02008
100017005	Dương Xuân Bạch Tuyết	1	0	2	0	2	0	1600	1800	400	2	1	500020,500001	100017002	s02007
100017006	Dương Ca Thiên Quân	0	0	2	0	0	3	1200	1400	800	3	1	500009,500013	100017003	s02003
900000007	Trượng Nhân Đan	0	1	1	0	0	0	0	0	1	0	1	910052	0	s01037
800422001	Địa Khôi Thông U	1	0	2	2	2	0	0	50	400	0	1	800000	100422001	s01011
800422002	Địa Sát Khu Thần	0	0	2	0	0	2	50	100	600	0	1	800000	100422002	s01043
800422003	Địa Ích Thôn Đao	1	0	2	0	3	0	100	150	800	0	1	800000	100422003	s01035
890028001	Kiến Long Tại Điền	1	0	2	0	2	0	0	50	400	0	1	800000	990028001	s01039
890028002	Hồng Tiệm Vụ Lục	1	0	2	2	3	0	50	100	600	0	1	800000	990028002	s02010
890028003	Tiềm Long Vật Dụng	1	0	2	2	3	0	100	150	800	0	1	800000	990028003	s01045
800004001	Lợi Thiệp Đại Xuyên	0	0	2	0	1	1	0	50	400	0	1	800000	100005003	s02003
800004002	Đột Như Kỳ Lai	1	0	2	0	2	1	50	100	600	0	1	800000	100005002	s01007
800004003	Chấn Kinh Bách Lý	0	0	2	0	0	3	100	150	800	0	1	800000	100005001	s02006
800099001	Phi Long Tại Thiên	1	0	2	0	2	1	0	50	400	0	1	800000	100099001	s01003
800099002	Long Chiến Vu Dã	1	0	2	1	3	0	50	100	600	0	1	800000	100099002	s02010
800099003	Kháng Long Hữu Hối	1	0	2	1	3	0	100	150	800	0	1	800000	100099003	s01053
800002001	Hoặc Dược Vu Uyên	1	0	2	0	2	1	0	50	400	0	1	800000	100002001	s01007
800002002	Song Long Thủ Thuỷ	1	0	2	0	2	1	50	100	600	0	1	800000	100002002	s02009
800002003	Ngư Dược Vu Uyên	1	0	2	1	3	0	100	150	800	0	1	800000	100002003	s02010
800014216	Thời Thừa Lục Long	1	0	2	0	2	0	0	50	400	0	1	800000	100014216	s00096
800115002	Mặc Vân Bất Vũ	1	0	2	0	1	1	50	100	600	0	1	800000	100115002	s01039
800115003	Thần Long Bãi Vĩ	0	0	2	0	0	3	100	150	800	0	1	800000	100115003	s01052
800014016	Tôn Tắc Hữu Phu	1	0	2	3	1	0	0	50	400	0	1	800000	100014016	s01032
800074006	Lữ Sương Băng Chí	1	0	2	1	2	0	50	100	600	0	1	800000	100074003	s02010
800014152	Đê Dương Xúc Phiên	0	0	2	0	0	1	100	150	800	0	1	800000	100999001	s01001
800034001	Tổng Quát Thức	1	0	2	0	1	1	0	50	400	0	1	800000	100034001	s02002
800034002	Phá Kiếm Thức	0	0	2	0	0	2	50	100	600	0	1	800000	100034002	s01041
800034003	Phá Đao Thức	1	0	2	1	3	0	100	150	800	0	1	800000	100034003	s01063
800014032	Phá Thương Thức	1	0	2	1	4	0	0	50	400	0	1	800000	100014032	s01042
800014033	Phá Tiên Thức	0	0	2	0	0	2	50	100	600	0	1	800000	100014033	s01035
890024002	Phá Sách Thức	1	0	2	0	2	1	100	150	800	0	1	800000	990024002	s00095
800118003	Phá Chưởng Thức	1	0	2	0	2	0	0	50	400	0	1	800000	100118003	s01017
800299003	Phá Tiễn Thức	1	0	2	1	4	0	50	100	600	0	1	800000	100299003	s01022
800093003	Phá Khí Thức	0	0	2	0	0	2	100	150	800	0	1	800000	100093003	s01022
